2026-06-08 13:13:13,580 | INFO | __main__ | ======================================================================
2026-06-08 14:28:32,945 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:28:34,677 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:28:36,639 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:28:38,363 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:28:56,132 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:28:57,845 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:28:58,400 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:29:00,131 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:29:15,000 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:29:16,722 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:29:17,476 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:29:19,213 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:29:37,858 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:29:40,048 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:29:43,653 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:29:45,388 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:29:58,290 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:30:00,074 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:30:02,542 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:30:02,551 | INFO | __main__ |   progress: brihat_samhita p.425 (151/319) | this-run done=250 cached=2 | tokens in=339151 out=63845 | spent=21.95 INR | t=4505s
2026-06-08 14:30:04,287 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:30:14,935 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:30:16,717 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:30:18,671 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:30:20,411 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:30:32,641 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:30:34,370 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:30:37,941 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:30:39,805 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:30:48,031 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:30:49,755 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:30:55,327 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:30:57,062 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:31:08,681 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:31:10,410 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:31:18,869 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:31:20,618 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:31:24,262 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:31:25,982 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:31:34,093 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:31:35,819 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:31:48,908 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:31:50,646 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:31:58,864 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:32:00,610 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:32:08,759 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:32:10,489 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:32:18,225 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:32:19,962 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:32:32,473 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:32:34,261 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:32:38,738 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:32:40,500 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:32:50,865 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:32:52,824 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:32:55,842 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:32:57,655 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:33:13,015 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:33:15,729 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:33:17,595 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:33:19,383 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:33:28,829 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:33:30,588 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:33:34,527 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:33:36,289 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:33:49,358 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:33:51,169 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:33:53,664 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:33:55,436 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:34:11,381 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:34:12,553 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:34:13,113 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:34:14,342 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:34:30,846 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:34:32,351 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:34:32,615 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:34:34,170 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:34:49,208 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:34:50,982 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:34:52,357 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:34:52,365 | INFO | __main__ |   progress: brihat_samhita p.440 (166/319) | this-run done=50 cached=217 | tokens in=67289 out=14153 | spent=4.67 INR | t=996s
2026-06-08 14:34:54,085 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:35:08,112 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:35:08,592 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:35:09,885 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:35:10,356 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:35:28,732 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:35:30,018 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:35:30,542 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:35:31,786 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:35:48,998 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:35:50,360 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:35:51,058 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:35:52,124 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:36:10,479 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:36:11,193 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:36:12,270 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:36:12,948 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:36:30,205 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:36:31,198 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:36:32,254 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:36:32,965 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:36:56,187 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:36:58,051 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:36:58,349 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:37:00,440 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:37:22,647 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:37:22,997 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:37:24,675 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:37:24,808 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:37:37,576 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:37:39,265 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:37:39,291 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:37:41,002 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:37:52,975 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:37:54,690 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:37:54,761 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:37:56,412 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:38:14,562 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:38:16,184 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:38:16,193 | INFO | __main__ |   progress: brihat_samhita p.450 (176/319) | this-run done=275 cached=2 | tokens in=372872 out=71481 | spent=24.41 INR | t=4998s
2026-06-08 14:38:16,341 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:38:17,908 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:38:33,216 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:38:35,016 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:38:36,885 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:38:38,615 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:38:56,578 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:38:58,323 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:38:58,859 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:39:00,744 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:39:16,745 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:39:18,579 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:39:18,895 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:39:20,313 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:39:36,442 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:39:36,537 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:39:38,211 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:39:38,275 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:39:57,078 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:39:57,367 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:39:58,878 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:39:59,164 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:40:12,530 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:40:14,271 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:40:14,720 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:40:16,504 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:40:35,782 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:40:36,104 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:40:37,885 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:40:37,918 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:41:00,470 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:41:00,907 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:41:02,308 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:41:02,650 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:41:15,741 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:41:17,495 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:41:18,772 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:41:20,497 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:41:33,779 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:41:35,153 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:41:35,533 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:41:36,956 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:41:56,776 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:41:58,530 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:42:00,308 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:42:02,117 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:42:10,862 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:42:12,608 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:42:19,633 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:42:21,366 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:42:24,439 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:42:26,203 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:42:31,772 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:42:33,931 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:42:44,436 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:42:46,283 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:42:53,825 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:42:55,652 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:42:57,052 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:42:58,816 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:43:05,952 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:43:05,965 | INFO | __main__ |   progress: brihat_samhita p.465 (191/319) | this-run done=75 cached=217 | tokens in=100983 out=21757 | spent=7.11 INR | t=1489s
2026-06-08 14:43:07,710 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:43:19,893 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:43:21,644 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:43:27,362 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:43:29,430 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:43:40,799 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:43:42,578 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:43:48,948 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:43:50,764 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:43:51,015 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:43:52,755 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:43:58,426 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:44:00,448 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:44:08,414 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:44:10,153 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:44:15,758 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:44:17,546 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:44:21,652 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:44:23,387 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:44:28,182 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:44:30,104 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:44:37,898 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:44:39,735 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:44:44,769 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:44:46,481 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
2026-06-08 14:44:55,907 | INFO | httpx | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-3.5-flash:generateContent "HTTP/1.1 200 OK"
2026-06-08 14:44:57,634 | INFO | google_genai.models | AFC is enabled with max remote calls: 10.
